rank,school,school_url,school_id,district,district_url,district_id,address,city,city_url,zip,county,phone,low_grade,high_grade,is_title_i,is_charter,is_magnet,is_virtual,number_students,number_full-time_teachers,student_teacher_ratio,pct_free/disc_lunch,pct_african_american,pct_american_indian,pct_asian,pct_hispanic,pct_pacific_islander,pct_two_or_more_races,pct_white,average_standard_score_(2020-21),average_standard_score_(2018-19),rank_(2018-19),rank_change_from_(2018-19),schooldigger_star_rating
59,Foothill Elementary School,https://www.schooldigger.com/go/CO/schools/0249000116/school.aspx,"""0249000116""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",1001 Hawthorne Avenue,Boulder,https://www.schooldigger.com/go/CO/city/Boulder/search.aspx,80304,Boulder County,(720) 561-2600,KG,05,No,No,No,No,457,24.7,18.4,10.1,0.2,0.9,0.7,8.8,0,5.7,83.8,90.8,90.9,64,5,5
60,Runyon Elementary School,https://www.schooldigger.com/go/CO/schools/0531000888/school.aspx,"""0531000888""",Littleton School District No. 6,https://www.schooldigger.com/go/CO/district/05310/search.aspx,"""05310""",7455 South Elati Street,Littleton,https://www.schooldigger.com/go/CO/city/Littleton/search.aspx,80120,Arapahoe County,(303) 347-4650,KG,05,No,No,No,No,461,26.5,17.3,5.4,1.3,0.2,1.3,10.6,0,1.7,84.8,90.7,79.8,167,107,5
61,Meridian Elementary School,https://www.schooldigger.com/go/CO/schools/0690001733/school.aspx,"""0690001733""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",14256 McKay Park Circle,Broomfield,https://www.schooldigger.com/go/CO/city/Broomfield/search.aspx,80020,Broomfield County,(720) 972-7880,KG,05,No,No,No,No,609,31.5,19.3,7.9,1,0.3,6.4,14.1,0.5,6.6,71.1,90.6,92.6,48,-13,5
62,Shaffer Elementary School,https://www.schooldigger.com/go/CO/schools/0480001395/school.aspx,"""0480001395""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",7961 S Sangre De Cristo Road,Littleton,https://www.schooldigger.com/go/CO/city/Littleton/search.aspx,80127,Jefferson County,(303) 982-3901,PK,05,No,No,No,No,518,27.2,19,10.8,0.2,0.2,1.9,11.2,0,4.4,82,90.3,89.7,78,16,5
63,Edison Elementary School,https://www.schooldigger.com/go/CO/schools/0336000340/school.aspx,"""0336000340""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",3350 Quitman Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80212,Denver County,(720) 424-7780,PK,05,No,No,No,No,559,32.9,16.9,23.1,2.5,0,0.7,23.4,0,5,68.3,90.2,78.7,176,113,5
64,Ralston Elementary School,https://www.schooldigger.com/go/CO/schools/0480000777/school.aspx,"""0480000777""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",25856 Columbine Glen,Golden,https://www.schooldigger.com/go/CO/city/Golden/search.aspx,80401,Jefferson County,(303) 982-4386,KG,05,No,No,No,No,275,16.1,16.9,3.3,1.5,0,1.5,5.8,0,6.2,85.1,89.8,97.4,13,-51,5
65,Buffalo Ridge Elementary School,https://www.schooldigger.com/go/CO/schools/0345001577/school.aspx,"""0345001577""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",7075 North Shoreham Drive,Castle Rock,https://www.schooldigger.com/go/CO/city/Castle+Rock/search.aspx,80108,Douglas County,(303) 387-5575,PK,05,No,No,No,No,442,24.5,17.9,7.9,0.7,0.7,2.9,11.3,0,6.1,78.3,89.6,89.9,70,5,5
66,Lone Tree Elementary,https://www.schooldigger.com/go/CO/schools/0345006341/school.aspx,"""0345006341""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",9375 Heritage Hills Circle,Lone Tree,https://www.schooldigger.com/go/CO/city/Lone+Tree/search.aspx,80124,Douglas County,(303) 387-0253,PK,06,No,No,Yes,No,421,23.3,18,2.1,1.4,0.5,9,13.5,0,6.4,69.1,89.6,89,86,20,5
67,Peak to Peak Charter School,https://www.schooldigger.com/go/CO/schools/0249001792/school.aspx,"""0249001792""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",800 Merlin Drive,Lafayette,https://www.schooldigger.com/go/CO/city/Lafayette/search.aspx,80026,Boulder County,(303) 453-4600,KG,12,No,Yes,No,No,1450,68.2,21.2,3.2,0.5,0.1,16,9.7,0.3,5.8,67.7,89.4,86.8,102,35,5
68,Carson Elementary School,https://www.schooldigger.com/go/CO/schools/0336000323/school.aspx,"""0336000323""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",5420 East 1st Avenue,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80220,Denver County,(720) 424-9090,PK,05,No,No,No,No,465,29,16,12,5.2,0,3.2,9,0,8.8,73.8,89.4,96.8,17,-51,5
69,Lewis-Palmer Elementary School,https://www.schooldigger.com/go/CO/schools/0582001004/school.aspx,"""0582001004""",Lewis-Palmer Consolidated School District No. 38,https://www.schooldigger.com/go/CO/district/05820/search.aspx,"""05820""",1315 Lake Woodmoor Drive,Monument,https://www.schooldigger.com/go/CO/city/Monument/search.aspx,80132,El Paso County,(719) 488-4750,PK,06,Yes,No,No,No,475,28.9,16.3,8.6,0.4,1.1,2.5,10.3,0,4.8,80.8,89.1,86.8,101,32,5
70,Platte River Charter Academy,https://www.schooldigger.com/go/CO/schools/0345001584/school.aspx,"""0345001584""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",4085 Lark Sparrow St.,Highlands Ranch,https://www.schooldigger.com/go/CO/city/Highlands+Ranch/search.aspx,80126,Douglas County,(303) 221-1070,PK,08,No,Yes,No,No,565,28.7,19.6,1.4,1.9,0.4,8.7,8.3,0,4.6,76.1,88.5,90.6,65,-5,5
71,Thunder Vista P-8,https://www.schooldigger.com/go/CO/schools/0690006740/school.aspx,"""0690006740""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",3461 Preble Creek Parkway,Broomfield,https://www.schooldigger.com/go/CO/city/Broomfield/search.aspx,80023,Broomfield County,(720) 972-2900,PK,08,No,No,No,No,747,37.7,19.8,2.1,0.7,0.1,7.5,9,0.4,4.6,77.8,88.4,89.8,73,2,5
72,Chipeta Elementary School,https://www.schooldigger.com/go/CO/schools/0306001435/school.aspx,"""0306001435""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",2340 Ramsgate Terrace,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80919,El Paso County,(719) 328-5500,PK,05,No,No,No,No,477,26.4,18,16.1,2.5,0.2,9.2,8.2,0.2,5,74.6,88.4,94.6,30,-42,4
73,Ridgway Elementary School,https://www.schooldigger.com/go/CO/schools/0621001089/school.aspx,"""0621001089""",Ridgway School District No. R-2,https://www.schooldigger.com/go/CO/district/06210/search.aspx,"""06210""",1115 West Clinton Street,Ridgway,https://www.schooldigger.com/go/CO/city/Ridgway/search.aspx,81432,Ouray County,(970) 626-5468,PK,05,Yes,No,No,No,173,14.5,11.9,20.8,0,0,0.6,9.2,0,2.9,87.3,88.3,66.2,301,228,4
74,Eisenhower Elementary School,https://www.schooldigger.com/go/CO/schools/0249000112/school.aspx,"""0249000112""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",1220 Eisenhower Drive,Boulder,https://www.schooldigger.com/go/CO/city/Boulder/search.aspx,80303,Boulder County,(720) 561-6700,KG,05,No,No,No,No,402,24.9,16.1,17.4,1.2,0,5.2,13.4,0,7.2,72.9,88.3,93.1,44,-30,4
75,Gold Rush Elementary,https://www.schooldigger.com/go/CO/schools/0345006368/school.aspx,"""0345006368""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",12021 South Swift Fox Way,Parker,https://www.schooldigger.com/go/CO/city/Parker/search.aspx,80134,Douglas County,(303) 387-0708,PK,05,No,No,No,No,715,36,19.8,3.9,0.7,0.4,3.2,9.1,0,4.5,82.1,88.1,88.6,88,13,4
76,Bethke Elementary School,https://www.schooldigger.com/go/CO/schools/0399006380/school.aspx,"""0399006380""",Poudre School District R-1,https://www.schooldigger.com/go/CO/district/03990/search.aspx,"""03990""",5100 School House Drive,Timnath,https://www.schooldigger.com/go/CO/city/Timnath/search.aspx,80547,Larimer County,(970) 488-4300,KG,05,No,No,No,No,638,38.2,16.7,4.1,0.2,0.5,3.6,7.8,0.2,3.4,84.3,88.1,93.2,43,-33,4
77,Summit View Elementary School,https://www.schooldigger.com/go/CO/schools/0345000044/school.aspx,"""0345000044""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",10200 South Piedmont Drive,Highlands Ranch,https://www.schooldigger.com/go/CO/city/Highlands+Ranch/search.aspx,80126,Douglas County,(303) 387-6800,PK,06,No,No,No,No,523,30,17.4,2.7,0.2,0.2,5.2,9.2,0,7.1,78.2,88.1,87.6,95,18,4
78,New Emerson School at Columbus,https://www.schooldigger.com/go/CO/schools/0435001552/school.aspx,"""0435001552""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",2660 Unaweep Ave,Grand Junction,https://www.schooldigger.com/go/CO/city/Grand+Junction/search.aspx,81503,Mesa County,(970) 254-6500,KG,05,No,No,Yes,No,141,8.5,16.5,7.8,0.7,0,3.5,5.7,0,3.5,86.5,87.8,93.6,39,-39,4
79,Windsor Charter Academy Elementary School,https://www.schooldigger.com/go/CO/schools/0735001815/school.aspx,"""0735001815""",Weld County Reorganized School District No. Re-4,https://www.schooldigger.com/go/CO/district/07350/search.aspx,"""07350""",680 Academy Court,Windsor,https://www.schooldigger.com/go/CO/city/Windsor/search.aspx,80550,Weld County,(970) 674-5020,KG,05,No,Yes,No,No,685,35,19.5,9.2,0.4,0.1,0.6,10.7,0.1,3.2,84.8,87.8,89.2,84,5,4
80,Wilmot Elementary School,https://www.schooldigger.com/go/CO/schools/0480000805/school.aspx,"""0480000805""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",5124 South Hatch Drive,Evergreen,https://www.schooldigger.com/go/CO/city/Evergreen/search.aspx,80439,Jefferson County,(303) 982-5370,PK,05,No,No,No,No,352,20.7,16.9,13.4,0.3,0,0.3,4.5,0,2.8,92,87.6,76.3,192,112,4
81,Discovery Canyon Campus Elementary School,https://www.schooldigger.com/go/CO/schools/0192006631/school.aspx,"""0192006631""",Academy School District No. 20,https://www.schooldigger.com/go/CO/district/01920/search.aspx,"""01920""",1810 North Gate Blvd,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80921,El Paso County,(719) 234-3810,PK,05,No,No,No,No,525,29.5,17.7,8,4,0,6.3,13.1,0.2,7.4,69,87.5,83.6,129,48,4
82,Bear Creek Elementary School,https://www.schooldigger.com/go/CO/schools/0582001371/school.aspx,"""0582001371""",Lewis-Palmer Consolidated School District No. 38,https://www.schooldigger.com/go/CO/district/05820/search.aspx,"""05820""",1330 Creekside Drive,Monument,https://www.schooldigger.com/go/CO/city/Monument/search.aspx,80132,El Paso County,(719) 488-4770,PK,06,Yes,No,No,No,963,59.8,16,13.8,1.6,0.8,1.1,12.3,0.1,6.5,77.6,87.3,84.9,117,35,4
83,Horizons K-8 School,https://www.schooldigger.com/go/CO/schools/0249006199/school.aspx,"""0249006199""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",4545 Sioux Drive,Boulder,https://www.schooldigger.com/go/CO/city/Boulder/search.aspx,80303,Boulder County,(720) 561-5580,KG,08,No,Yes,No,No,348,25.5,13.5,6.6,0,0.3,2,8.3,0.3,6.6,82.5,87.1,88.3,90,7,4
84,Mountain View Elementary School,https://www.schooldigger.com/go/CO/schools/0192000005/school.aspx,"""0192000005""",Academy School District No. 20,https://www.schooldigger.com/go/CO/district/01920/search.aspx,"""01920""",10095 Lexington Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80920,El Paso County,(719) 234-4800,KG,05,No,No,No,No,604,36.5,16.5,6.6,2.2,0.2,5,13.4,0.5,6.5,72.4,87,94.8,29,-55,4
85,Redstone Elementary School,https://www.schooldigger.com/go/CO/schools/0345001900/school.aspx,"""0345001900""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",9970 Glenstone Circle,Highlands Ranch,https://www.schooldigger.com/go/CO/city/Highlands+Ranch/search.aspx,80130,Douglas County,(303) 387-7300,PK,06,No,No,No,No,488,29,16.8,2.9,1.4,0,9,9.4,0,5.9,74.2,86.8,94,34,-51,4
86,Bromwell Elementary School,https://www.schooldigger.com/go/CO/schools/0336000318/school.aspx,"""0336000318""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",2500 East 4th Avenue,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80206,Denver County,(720) 424-9330,PK,05,No,No,No,No,332,18.2,18.1,11.7,3,0.3,2.7,11.7,0,9,73.2,86.7,92.9,45,-41,4
87,Belleview Elementary School,https://www.schooldigger.com/go/CO/schools/0291000184/school.aspx,"""0291000184""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",4851 South Dayton Street,Greenwood Village,https://www.schooldigger.com/go/CO/city/Greenwood+Village/search.aspx,80111,Arapahoe County,(720) 554-3100,PK,05,No,No,No,No,586,36.6,15.9,19.1,3.2,0.2,31.6,10.1,0,7.2,47.8,86.7,87.8,94,7,4
88,Gilpin County Elementary School,https://www.schooldigger.com/go/CO/schools/0423000581/school.aspx,"""0423000581""",Gilpin County School District No. Re-1,https://www.schooldigger.com/go/CO/district/04230/search.aspx,"""04230""",10595 Highway 119,Golden,https://www.schooldigger.com/go/CO/city/Golden/search.aspx,80403,Gilpin County,(303) 582-3444,PK,05,Yes,No,No,No,223,20.4,10.9,31.4,0.4,0.9,1.3,7.6,0,5.4,84.3,86.7,73.8,220,132,4
89,Rolling Hills Elementary School,https://www.schooldigger.com/go/CO/schools/0291001514/school.aspx,"""0291001514""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",5756 South Biscay Circle,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80015,Arapahoe County,(720) 886-3400,PK,05,No,No,No,No,551,34.9,15.7,12.9,4.2,0.9,10.7,13.2,0,7.1,63.9,86.1,84.1,123,34,4
90,Cherry Creek Charter Academy,https://www.schooldigger.com/go/CO/schools/0291001152/school.aspx,"""0291001152""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",6260 South Dayton Street,Greenwood Village,https://www.schooldigger.com/go/CO/city/Greenwood+Village/search.aspx,80111,Arapahoe County,(303) 779-8988,KG,08,No,Yes,No,No,570,33,17.2,3.3,7.9,0,29.8,6.8,0.2,3.9,51.4,86.1,89.9,72,-18,4
91,Willow Elementary School,https://www.schooldigger.com/go/CO/schools/0336006603/school.aspx,"""0336006603""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",8499 E Stoll Place,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80238,Denver County,(720) 424-2100,PK,05,No,No,No,No,628,36.3,17.3,15.1,6.1,0.2,5.6,16.2,0.2,8.9,62.9,85.9,79.8,168,77,4
92,Steele Elementary School,https://www.schooldigger.com/go/CO/schools/0306000265/school.aspx,"""0306000265""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",1720 North Weber Street,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80907,El Paso County,(719) 328-4700,KG,05,No,No,No,No,282,17,16.5,20.2,4.6,0.4,1.8,9.6,0,5.3,78.4,85.9,73.4,224,132,4
93,Ryan Elementary School,https://www.schooldigger.com/go/CO/schools/0480001028/school.aspx,"""0480001028""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",5851 West 115th Avenue,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80020,Jefferson County,(303) 982-3105,PK,05,No,No,No,No,378,22.2,17,25.1,0.5,0.3,5.3,19.3,0,5,69.6,85.9,80.8,157,64,4
94,Creekside Elementary School at Martin Park,https://www.schooldigger.com/go/CO/schools/0249000128/school.aspx,"""0249000128""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",3740 Martin Drive,Boulder,https://www.schooldigger.com/go/CO/city/Boulder/search.aspx,80305,Boulder County,(720) 561-3800,PK,05,No,No,No,No,390,22.4,17.3,30.5,1,0.8,6.7,15.6,0.5,7.7,67.7,85.8,77.4,182,88,4
95,Black Rock Elementary,https://www.schooldigger.com/go/CO/schools/0537006409/school.aspx,"""0537006409""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",2000 Mountain View Blvd,Erie,https://www.schooldigger.com/go/CO/city/Erie/search.aspx,80516,Weld County,(720) 890-3995,PK,05,No,No,No,No,579,31.2,18.5,3.8,0.5,0.2,3.8,9.7,0,4.8,81,85.6,82.2,142,47,4
96,Wildcat Mountain Elementary School,https://www.schooldigger.com/go/CO/schools/0345001639/school.aspx,"""0345001639""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",6585 Lionshead Parkway,Littleton,https://www.schooldigger.com/go/CO/city/Littleton/search.aspx,80124,Douglas County,(303) 387-6925,PK,05,No,No,No,No,525,30,17.5,6.3,0.6,0.6,5.9,10.9,0,8.2,73.9,85.6,91.9,55,-41,4
97,Warder Elementary School,https://www.schooldigger.com/go/CO/schools/0480000796/school.aspx,"""0480000796""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",7840 Carr Drive,Arvada,https://www.schooldigger.com/go/CO/city/Arvada/search.aspx,80005,Jefferson County,(303) 982-0950,PK,05,No,No,No,No,378,20.1,18.7,29.4,0.5,0.5,0.5,22.5,0,4.2,71.7,85.5,75.3,200,103,4
98,Bennett Elementary School,https://www.schooldigger.com/go/CO/schools/0399000521/school.aspx,"""0399000521""",Poudre School District R-1,https://www.schooldigger.com/go/CO/district/03990/search.aspx,"""03990""",1125 Bennett Road,Fort Collins,https://www.schooldigger.com/go/CO/city/Fort+Collins/search.aspx,80521,Larimer County,(970) 488-4750,PK,05,No,No,No,No,454,30.4,14.9,35.2,1.5,0.2,2.9,15,0,3.7,76.7,85.4,84,124,26,4
99,Tavelli Elementary School,https://www.schooldigger.com/go/CO/schools/0399000547/school.aspx,"""0399000547""",Poudre School District R-1,https://www.schooldigger.com/go/CO/district/03990/search.aspx,"""03990""",1118 Miramount Drive,Fort Collins,https://www.schooldigger.com/go/CO/city/Fort+Collins/search.aspx,80524,Larimer County,(970) 488-6725,PK,05,No,No,No,No,608,34.4,17.6,36.5,0.7,1.2,1.2,19.2,0.2,4.3,73.4,85.4,84.6,120,21,4
100,Fraser Valley Elementary School,https://www.schooldigger.com/go/CO/schools/0432000594/school.aspx,"""0432000594""",East Grand School District No. 2,https://www.schooldigger.com/go/CO/district/04320/search.aspx,"""04320""",125 Eastom,Fraser,https://www.schooldigger.com/go/CO/city/Fraser/search.aspx,80442,Grand County,(970) 726-8033,PK,05,No,No,No,No,267,23,11.6,20.2,0,0,0.4,13.9,0,0.7,85,85.3,67.8,281,181,4
101,Eagle Ridge Elementary School,https://www.schooldigger.com/go/CO/schools/0345001476/school.aspx,"""0345001476""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",7716 Timberline Road,Lone Tree,https://www.schooldigger.com/go/CO/city/Lone+Tree/search.aspx,80124,Douglas County,(303) 387-7075,PK,06,No,No,No,No,627,35.5,17.6,15.5,4.1,0.3,12.4,17.5,0.2,4.6,60.8,85.3,75.2,203,102,4
102,McGraw Elementary School,https://www.schooldigger.com/go/CO/schools/0399000165/school.aspx,"""0399000165""",Poudre School District R-1,https://www.schooldigger.com/go/CO/district/03990/search.aspx,"""03990""",4800 Hinsdale Drive,Fort Collins,https://www.schooldigger.com/go/CO/city/Fort+Collins/search.aspx,80526,Larimer County,(970) 488-8335,PK,05,No,No,No,No,435,26,16.7,25.1,0.7,0.7,1.4,15.6,0.2,3.7,77.7,85.2,92.3,50,-52,4
